S5A,S5AS,G300,G301,S362,ACME1,ACME2,G251,G310,G338,S6,G94C,G94B,G94A,S10E,S10D,S10C,S10A,S39
,,0,0,78.36,,0,71.36,167.34,0,,0,0,0,0,-818,0,0,-360.72
,,0,-0.36,0,,0,43.61,96.78,0,,-12.83,0,0,0,-332,0,0,-332.02
,,0,0,90.95,,-0.36,0,88.01,0,,0,0,0,0,0,0,0,-265.74
,,0,0,48.32,,0,0,21.64,0,,-15.65,0,0,0,0,0,0,-329.89
,,0,0,102.79,,0,0,99.14,0,,0,0,0,0,0,0,0,-24.56
,,0,0,74.69,,0,0,13.03,0,,0,0,0,0,0,0,0,-256.44
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-208.09
,,0,0,0,,0,0,1.83,-0.04,,0,0,0,0,0,0,0,-129.39
,,0,0,69.33,,0,0,0,0,,0,0,0,0,0,0,0,-135.45
,,0,0,0,,0,0,6.63,0,,0,0,0,0,0,0,0,-144.56
,,0,-2.08,0,,0,0,11.33,0,,-9.84,0,0,0,0,0,0,-210.2
,,0,0,107.1,,-2.08,0.85,13.1,0,,0,0,0,0,0,0,0,-19.57
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,28.48,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,39.95,,0,0,0,0,,-24.52,0,0,0,0,0,0,0
,,0,0,10.2,,0,0,0,0,,-24.05,0,0,0,0,0,0,0
,,0,0,66.55,,0,0,0,0,,-24.13,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,63.88,,0,0,0,0,,-24.22,0,-78.31,0,0,0,0,-7.68
,,0,0,3.45,,0,0,0,0,,0,0,-106.79,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,-109.63,0,0,0,0,0
,,0,0,83.69,,0,0,0,0,,0,0,-112.56,0,0,0,0,0
,,0,0,87.49,,0,0,0,0,,0,0,-111.54,0,0,0,0,0
,,0,0,10.46,,0,0,19.01,-0.08,,0,0,-112.33,0,0,0,0,0
,,0,0,85.39,,0,0,19.08,0,,0,0,-114.09,0,0,0,0,0
,,0,0,70.8,,0,0,0,0,,0,0,-109.86,0,0,0,0,0
,,0,0,0,,0,0,31.27,0,,0,0,-113.81,0,0,0,0,0
,,0,0,114.58,,0,0,129.82,0,,0,0,-63,0,0,0,0,0
,,0,0,108.04,,0,0,165.12,0,,0,0,0,0,0,0,0,0
,,0,0,68.03,,0,24.82,310.13,0,,0,0,0,0,0,0,0,0
,,0,0,24.04,,0,150.38,417.33,0,,0,0,0,0,0,0,0,-0.03
,,0,0,81.03,,0,0,507.6,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,76.71,31.76,0,,0,0,0,0,0,0,0,0
,,0,0,70.23,,0,136.97,47.92,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,60.32,8.01,0,,0,0,0,0,0,0,0,0
,,0,-0.07,72.53,,0,0,36.63,0,,0,0,0,0,0,0,0,0
,,0,0,82.24,,-0.07,0,154.99,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,183.47,0,,-26.2,0,0,0,0,0,0,0
,,0,0,69.29,,0,139.77,755.75,0,,-29.57,0,0,0,0,0,0,0
,,0,0,67.24,,0,245.75,604.96,0,,-44.48,0,0,0,0,0,0,0
,,0,0,42.54,,0,77.34,961.01,0,,0,0,0,0,0,0,0,0
,,0,0,64.18,,0,3.47,1529.41,0,,0,0,0,0,0,0,0,0
,,0,0,74.71,,0,0.1,1672.85,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,1780.3,0,,-31.91,0,0,0,0,0,0,0
,,0,0,83.6,,0,0,1530.89,0,,-25.34,0,0,0,0,0,0,0
,,0,0,0,,0,0,1276.33,0,,0,0,0,0,0,0,0,0
,,0,0,87.03,,0,0,767.34,0,,0,0,0,0,0,0,0,0
,,0,0,69.15,,0,0,748.71,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,820.77,0,,0,0,0,0,0,0,0,0
,,0,0,98.27,,0,89.07,725.69,0,,0,0,0,0,0,0,0,0
,,0,0,63.62,,0,186.39,710.61,0,,0,0,0,0,0,0,0,0
,,0,0,28.87,,0,202.26,684.59,0,,0,0,0,0,0,0,0,0
,,0,0,83.98,,0,202.98,678.94,0,,0,0,0,0,0,0,0,0
,,0,0,85.04,,0,202.22,523.43,0,,0,0,0,0,0,0,0,0
,,0,0,17.43,,0,167.08,331.99,0,,0,0,0,0,0,0,0,0
,,0,0,89.3,,0,112.07,182.5,0,,0,0,0,0,0,0,0,0
,,0,0,119.89,,0,68.48,182.97,0,,0,0,0,0,0,0,0,0
,,0,0,110.17,,0,57.58,623.76,0,,0,0,0,0,0,0,0,0
,,0,0,135.37,,0,253.73,1237.77,0,,0,0,0,0,0,0,0,0
,,0,0,46.02,,0,264.75,1399.16,0,,0,-0.12,0,0,0,0,0,0
,,0,0,102.99,,0,155.04,1410.76,0,,0,0,0,0,0,0,0,0
,,0,0,82.93,,0,77.01,1243.41,0,,0,0,0,0,0,0,0,0
,,0,0,97.13,,0,56.06,743.05,0,,0,0,0,0,0,0,0,0
,,-2.37,-0.17,54.61,,0,119.56,728.4,0,,0,0,0,0,0,0,0,0
,,0,0,76.16,,-0.17,199.59,569.55,0,,0,0,0,0,0,0,0,0
,,0,0,121.73,,0,156.31,496.02,0,,0,0,0,0,0,0,0,0
,,0,0,135.9,,0,132.91,343.74,0,,0,0,0,0,0,0,0,0
,,0,0,180.2,,0,132.36,64.94,0,,0,0,0,0,0,0,0,0
,,0,0,133.98,,0,71.47,167.02,0,,0,0,0,0,0,0,0,0
,,0,0,45.48,,0,67.05,58.73,0,,0,0,0,0,0,0,0,0
,,0,-0.85,39.71,,0,66.91,31.48,0,,0,0,0,0,0,0,0,0
,,0,0,107.89,,-0.85,28.22,0,0,,0,0,0,0,0,0,0,0
,,0,0,122.49,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,198.87,,0,0,17.49,0,,0,0,0,0,0,0,0,0
,,0,0,162.39,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,175.38,,0,0,40.43,0,,0,0,0,0,0,0,0,0
,,0,0,116.76,,0,0,80.94,0,,0,0,0,0,0,0,0,0
,,0,0,63.35,,0,27.47,49.34,0,,0,0,0,0,0,0,0,0
,,0,0,77.5,,0,27.03,31.72,0,,0,0,0,0,0,0,0,0
,,0,0,234.77,,0,167.63,485.69,0,,0,0,0,0,0,0,0,0
,,0,0,236.06,,0,199.61,724.34,0,,0,0,0,0,0,0,0,-4.04
,,0,0,172.68,,0,199.13,478.22,0,,0,0,0,0,0,0,0,0
,,0,0,107.27,,0,33.46,340.94,0,,0,0,0,0,0,0,0,0
,,0,0,86.33,,0,82.88,0,0,,0,0,0,0,0,0,0,0
,,0,0,113.28,,0,0,30.5,0,,0,0,0,0,0,0,0,0
,,0,0,42.97,,0,0,103.4,0,,0,0,0,0,0,0,0,0
,,0,0,171.39,,0,0,49.01,0,,-54.5,0,0,0,0,0,0,0
,,0,0,111.36,,0,0,45.61,0,,-94.73,0,0,0,0,0,0,0
,,0,0,95.06,,0,0,19.34,0,,-39.63,0,0,0,0,0,0,0
,,0,0,79.1,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,77.8,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,107.88,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,113.4,,0,84.64,0,0,,0,0,0,0,0,0,0,0
,,0,0,79.39,,0,37.35,0,0,,0,0,0,0,0,0,0,-0.31
,,0,0,129.82,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,109.89,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,83.93,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,9.17,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,65.57,,0,0,53.09,0,,0,0,0,0,0,0,0,0
,,0,0,85.72,,0,0,0,0,,0,0,0,0,0,0,0,0
,,-0.1,0,8.01,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,72.27,,0,0,0,0,,0,0,0,0,0,0,0,-52.27
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,60.84,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,-0.31,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,22.39,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,34.81,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,34.55,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,15.71,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,14.12,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,52.92,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,30.36,,0,0,0,-0.2,,0,0,0,0,0,0,0,0
,,0,0,29.91,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,29.28,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,42.8,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,26.85,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,28.48,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,17.92,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,-121.01,19.84,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,-121.01,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,20.77,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,20.51,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-19.37
,,0,0,0,,0,0,0.06,0,,-37.99,0,0,0,0,0,0,-67.94
,,0,0,0,,0,0,0,0,,-121.92,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,-39.38,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-135.5
,,0,0,0,,0,0,3.04,0,,0,0,0,0,0,0,0,-9.29
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-86.05
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,-73.88,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,-41.08,0,0,0,0,0,0,0
,,0,0,0,,0,0,73.07,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-48.37
,,0,0,52.18,,0,0,0,0,,0,0,0,0,0,0,0,-36.57
,,0,0,22.49,,0,0,0,0,,-35.44,0,0,0,0,0,0,-47.77
,,0,0,0,,0,0,0,0,,-49.43,0,0,0,0,0,0,-32.86
,,0,0,0,,0,0,0,0,,-81.42,0,0,0,0,0,0,-106.44
,,0,0,0,,0,0,0,0,,-118.31,0,0,0,0,0,0,-72.77
,,0,0,0,,0,0,0,0,,-150.79,0,-96.74,0,0,0,0,-32.23
,,0,0,0,,0,0,0,0,,-158.62,0,-153.87,0,0,0,0,-108.28
,,0,0,1.24,,0,0,0,0,,-56.46,0,-56.85,0,0,0,0,-59.84
,,-0.3,0,0.66,,0,0,0,0,,0,0,0,0,0,0,0,-45.7
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-100.85
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-22.41
,,0,0,0,,0,0,0,0,,0,0,-88.51,0,0,0,0,-79.6
,,0,-0.04,0.08,,0,0,0.13,0,,-101.27,0,-142.66,0,0,0,0,-166.22
,,0,0,0,,-0.04,0,0,0,,-110.72,0,-146.87,0,0,0,0,-16
,,0,0,0,,0,0,0,0,,-53.77,0,-55.53,0,0,0,0,-61.86
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-99.92
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-84.93
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-11.8
,,0,0,8.07,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,41.47,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-44.18
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-23.21
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,-104.56,0,-97.66,0,0,0,0,0
,,0,0,0,,0,0,0,0,,-142.93,0,-152.13,0,0,0,0,-95.24
,,0,0,25.46,,0,0,0,0,,-128.6,0,-150.86,0,0,0,0,0
,,0,0,0,,0,0,0,0,,-42.36,0,-54.91,0,0,0,0,-88.49
,,0,-0.01,0,,0,0,0,0,,-0.69,0,0,0,0,0,0,-0.6
,,0,0,0,,-0.01,0,0,0,,0,0,0,0,0,0,0,-100.12
,,0,0,0,,0,0,0,0,,-82.62,0,0,0,0,0,0,-15.58
,,0,0,0,,0,0,0,0,,-134.04,0,0,0,0,0,0,-87.75
,,0,0,0,,0,0,0,0,,-128.97,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,-126.53,0,0,0,0,0,0,-89.23
,,0,0,0,,0,0,0,0,,-44.49,0,0,0,0,0,0,0
,,-0.08,-37.19,0,,0,0,0,0,,0,0,0,0,0,0,0,-8.37
,,0,0,0,,-37.19,0,0,0,,0,0,0,0,0,0,0,-0.21
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,27.91,-7,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,-13.25,,0,0,-72.23,0,0,0,0,0
,,0,0,0,,0,0,0,-13.43,,0,0,-112.28,0,0,0,0,-44.71
,,0,0,0,,0,0,0,-13.18,,0,0,-100.18,0,0,0,0,-132.1
,,0,0,0,,0,0,0,-7.57,,0,0,-87.13,0,0,0,0,-110.37
,,0,0,0,,0,0,0,0,,0,0,-87.08,0,0,0,0,-31.76
,,0,0,0,,0,0,0,0,,0,0,-44.2,0,0,0,0,-46.43
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-34.49
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-126.37
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-80.93
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,-61.21,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,-87.05,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,-116.46,0,0,0,0,-121.06
,,0,0,27.58,,0,94.3,489.78,0,,0,0,-54.08,0,0,0,0,-44.32
,,0,0,366.54,,0,104.57,677.53,0,,0,0,0,0,0,0,0,0
,,0,0,163.71,,0,133.89,509.43,0,,0,0,0,0,0,0,0,0
,,0,0,0.17,,0,35.75,300.4,0,,0,0,-77.37,0,0,0,0,-61.05
,,0,0,0,,0,72.12,141.61,0,,0,0,-154.48,0,0,0,0,-36.62
,,0,0,0,,0,0,116.4,0,,0,0,-176.41,0,0,0,0,0
,,0,0,0,,0,0,487.06,0,,0,0,-164.38,0,0,0,0,-45.2
,,0,0,18.25,,0,0,400.9,0,,0,0,-159.52,0,0,0,0,-127.15
,,0,0,0,,0,0,441.68,0,,0,0,-160.13,0,0,0,0,-123.51
,,0,0,0,,0,0,415.4,0,,0,0,-161.19,0,0,0,0,-6.02
,,0,0,21.03,,0,0,0,0,,0,0,-58.96,0,0,0,0,-100.25
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-59.01
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,-0.94,,0,0,0,0,0,0,0,-68.72
,,0,0,0,,0,0,0,-0.09,,0,0,-98.61,0,0,0,0,-125.78
,,0,0,11.95,,0,0,0,-0.03,,0,0,-157.22,0,0,0,0,-17.76
,,0,0,0,,0,0,0,0,,0,0,-156.27,0,0,0,0,-117.8
,,0,0,0,,0,2.72,0,0,,0,0,-77.22,0,0,0,0,0
,,0,0,0,,0,89.8,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,-103.33,0,0,0,0,-67.13
,,0,0,0,,0,0,0,0,,0,0,-160.72,0,0,0,0,-47.7
,,0,0,0,,0,0,0,0,,0,0,-159.22,0,0,0,0,-125.87
,,0,0,18.63,,0,0,0,0,,0,0,-158.27,0,0,0,0,-17.93
,,0,0,0,,0,0,0,0,,0,0,-156.98,0,0,0,0,-50.35
,,0,0,0,,0,0,0,0,,0,0,-159.95,0,0,0,0,-124.83
,,0,0,0,,0,0,0,0,,0,0,-158.11,0,0,0,0,-7.67
,,0,0,0,,0,0,0,0,,0,0,-158.32,0,0,0,0,-72.97
,,0,0,0,,0,0,0,0,,0,0,-158.13,0,0,0,0,-47.45
,,0,0,0,,0,0,0,0,,0,0,-157.04,0,0,0,0,-125.46
,,0,-101.26,11.37,,0,0,0,0,,0,0,-156.27,0,0,0,0,-124.79
,,-83.08,-86.35,0,,-101.26,0,0,0,,0,0,-155,0,0,0,0,-162.07
,,-178.01,0,0,,-86.35,0,0,0,,0,0,-154.3,0,0,0,0,-168.9
,,-15.71,0,0,,0,0,0,0,,0,0,-144.04,0,0,0,0,-97.74
,,0,0,0,,0,0,0,0,,0,0,-128.78,0,0,0,0,-154.68
,,-57.38,0,0,,0,0,0,0,,0,0,-128.46,0,0,0,0,-106.97
,,-128.13,0,0,,0,0,0,0,,0,0,-130.26,0,0,0,0,-114.68
,,-182.78,0,0,,0,57.27,0,0,,0,0,-136.1,0,0,0,0,-137.11
,,-182.16,0,20.69,,0,0,0,0,,0,0,-127,0,0,0,0,-87.05
,,-130.62,0,0,,0,0,0,0,,0,0,-126.35,0,0,0,0,-107.86
,,-123.02,0,0,,0,0,0,0,,0,0,-126.04,0,0,0,0,-46.47
,,-80.57,0,0,,0,0,0,0,,0,0,-126.68,0,0,0,0,-84.78
,,-85.46,0,0,,0,0,22.71,-3.22,,0,0,-125.88,0,0,0,0,-153
,,0,0,0,,0,0,0,0,,0,0,-125.37,0,0,0,0,-75.15
,,-113.39,0,23.73,,0,0,0,0,,0,0,-124.75,0,0,0,0,-100.03
,,-101.26,0,0,,0,0,0,0,,0,0,-129.68,0,0,0,0,-65
,,-116.62,0,0,,0,0,0,0,,0,0,-131.63,0,0,0,0,-136.22
,,-119.4,0,0,,0,0,0,0,,0,0,-123.45,0,0,0,0,-69.24
,,-122.41,0,0,,0,0,0,0,,0,0,-122.71,0,0,0,0,-79.86
,,-156.46,0,0,,0,0,0,0,,0,0,-121.83,0,0,0,0,-149.61
,,-73.72,-193.98,0,,0,0,0,0,,0,0,-121.13,0,0,0,0,-105.8
,,-118.98,-393.26,22.09,,-193.98,0,7.04,0,,0,0,-120.57,0,0,0,0,-155.72
,,-175.35,-175.62,0,,-393.26,0,0,0,,0,0,-119.41,0,0,0,0,-99.92
,,-172.86,0,0,,-175.62,0,0,0,,0,0,-118.29,0,0,0,0,-77.9
,,-71.29,0,0,,0,0,0,0,,0,0,-117.4,0,0,0,0,-145.8
,,-164.39,0,0,,0,0,0,0,,0,0,-139.27,0,0,0,0,-64.77
,,-95.55,0,0,,0,0,0,0,,0,0,-148.35,0,0,0,0,-145.23
,,-104.7,0,0,,0,0,0,0,,0,0,-110.64,0,0,0,0,-30.94
,,0,0,23.44,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-42.96
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-95.56
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-64.47
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,10.59,,0,55.06,47.48,0,,0,0,0,0,0,0,0,0
,,0,0,216.56,,0,373.41,437.07,0,,0,0,0,0,0,0,0,0
,,0,0,330.78,,0,180.42,781.01,0,,0,0,-30.51,0,0,0,0,0
,,0,0,147.27,,0,174.33,524.68,0,,0,0,-52.92,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,-52.89,0,0,0,0,-30.05
,,0,0,0,,0,0,0,0,,0,0,-52.64,0,0,0,0,-43.88
,,0,0,0,,0,0,0,0,,0,0,-27.74,0,0,0,0,-15.3
,,0,0,0,,0,0,0,0,,0,0,-32.49,0,0,0,0,0
,,0,-0.08,0,,0,0,5.32,0,,0,0,-56.05,0,0,0,0,0
,,-73.88,0,0,,-0.08,0,0,0,,0,0,-55.9,0,0,0,0,-16.16
,,-136.35,0,0,,0,0,0,0,,0,0,-55.65,0,0,0,0,-49.56
,,-153.23,0,0,,0,0,0,0,,0,0,-55.41,0,0,0,0,0
,,-154.01,0,0,,0,0.21,0,-0.08,,0,0,-30.77,0,0,0,0,-19.12
,,-35.7,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-51.76
,,0.05,0,18.3,,0,0,0,0,,0,0,0,0,0,0,0,-17.24
,,0,0,0,,0,0,6.2,0,,0,0,0,0,0,0,0,-68.5
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-68.74
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-68.23
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-67.77
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-47.51
,,0.02,0.03,0,,0,0,0,0,,0,0,0,0,0,0,0,-68.41
,,0,0,19.62,,0.03,0,0,0,,0,0,0,0,0,0,0,-68.61
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-68.52
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-68.73
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-68.98
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-68.85
,,0,0,0,,0,0,45.93,0,,0,0,0,0,0,0,0,-68.77
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-68.96
,,0,0,21.2,,0,0,0,0,,0,0,0,0,0,0,0,-68.7
,,0,0,4.51,,0,0,0,0,,0,0,0,0,0,0,0,-68.58
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-46.9
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-49.16
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-68.55
,,0,0,0,,0,36.33,0,0.01,,0,0,0,0,0,0,0,-68.15
,,0,0,0,,0,77.42,0,0,,0,0,0,0,0,0,0,-68.55
,,0.15,0,12.06,,0,77.05,0,0,,0,0,0,0,0,0,0,-68.79
,,0,0,0,,0,76.66,0,-0.02,,0,0,0,0,0,0,0,-69.04
,,0,0,0,,0,76.05,0,0,,0,0,0,0,0,0,0,-67.74
,,0,0,0,,0,74.46,0,0,,0,0,0,0,0,0,0,-67.61
,,0,0,0,,0,72.75,0,0,,0,0,0,0,0,0,0,-67.61
,,0,0.03,0,,0,76.8,0,0,,0,0,0,0,0,0,0,-67.42
,,0,0,0,,0.03,77.5,0,0.06,,0,0,0,0,0,0,0,-67.29
,,0,0,13.53,,0,77.21,0,0,,0,0,0,0,0,0,0,-67.87
,,0,0,0,,0,76.69,0,0,,0,0,0,0,0,0,0,-68.66
,,0,0,0,,0,75.9,0,0,,0,0,0,0,0,0,0,-68.79
,,0,0,0,,0,48.34,0,0,,0,0,0,0,0,0,0,-68.15
,,0,0,37.63,,0,52.88,0,0,,0,0,0,0,0,0,0,-12.45
,,0,0,0,,0,78.03,27.25,0.05,,0,0,0,0,0,0,0,-40.45
,,0,0,20.74,,0,78,0,0,,0,0,0,0,0,0,0,-67.52
,,0,0,38.08,,0,77.79,0,0,,0,0,0,0,0,0,0,-67.21
,,0,0,0,,0,77.51,0,0,,0,0,0,0,0,0,0,-58.23
,,0,0,0,,0,77.11,0,0,,0,0,0,0,0,0,0,-31.08
,,0,0,0,,0,76.66,0,0,,0,0,0,0,0,0,0,-67.28
,,0,0,0,,0,76,0,0,,0,0,0,0,0,0,0,-30.57
,,0.03,0.27,0,,0,75.19,0,0,,0,0,0,0,0,0,0,-38.45
,,0,0,0,,0.27,76.49,0,0,,0,0,0,0,0,0,0,-67.59
,,0,0,20.6,,0,76.98,0,0,,0,0,0,0,0,0,0,-40.25
,,0,0,0,,0,76.6,0,0,,0,0,0,0,0,0,0,-27.76
,,0,0,0,,0,75.74,0,0,,0,0,0,0,0,0,0,-64.57
,,0,0,0,,0,61.65,0,0,,0,0,0,0,0,0,0,-64.63
,,0,0,0,,0,51.72,0,0,,0,0,0,0,0,0,0,-64.7
,,0,0,0,,0,51.3,0,0,,0,0,0,0,0,0,0,-64.54
,,0,0,22.12,,0,75.85,0,0,,0,0,0,0,0,0,0,-40.11
,,0,0,0,,0,72.56,0,0,,0,0,0,0,0,0,0,-67.74
,,0,0,0,,0,76.7,0,0,,0,0,0,0,0,0,0,-67.96
,,0,0,0,,0,75.91,0,0,,0,0,0,0,0,0,0,-67.99
,,0,0,0,,0,67.76,0,0,,0,0,0,0,0,0,0,-67.89
,,0,0,0,,0,27.67,0,0,,0,0,0,0,0,0,0,-67.78
,,0,0,0,,0,42.2,0,0,,0,0,0,0,0,0,0,-67.66
,,0,0,0,,0,21.38,0,0,,0,0,0,0,0,0,0,-67.38
,,0,0,21.07,,0,0.68,0,0,,0,0,0,0,0,0,0,-67.02
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,-67.19
,,0,0,0,,0,28.88,0,0,,0,0,0,0,0,0,0,-66.51
,,0,0,0,,0,2.2,0,0,,0,0,0,0,0,0,0,-66.53
,,0,0,0,,0,22.16,0,0,,0,0,0,0,0,0,0,-65.98
,,0,0,0,,0,14.43,0,-0.03,,0,0,0,0,0,0,0,-48.84
,,0,0,0,,0,15.77,0,0,,0,0,0,0,0,0,0,-13.85
,,0,0,0,,0,17.93,35.49,0,,0,0,0,0,0,0,0,-15.71
,,0,0,0,,0,24.77,29.74,0,,0,0,0,0,0,0,0,-22
,,0,0,0,,0,10.32,0,0,,0,0,0,0,0,0,0,-8.92
,,0,0,0,,0,10.68,0,0,,0,0,0,0,0,0,0,-9.39
,,0,0,0,,0,9.91,0,0,,0,0,0,0,0,0,0,-8.64
,,0,0,0,,0,10.11,0,-0.78,,0,0,0,0,0,0,0,-8.94
,,0,0,0,,0,10.52,0,0,,0,0,0,0,0,0,0,-9.36
,,0,0,12.74,,0,0,20.18,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
,,0,0,0,,0,17.12,0,0,,0,0,0,0,0,0,0,-15.36
,,0,0,0,,0,11.53,0,0,,0,0,0,0,0,0,0,-10.22
,,0,0,0,,0,21.88,0,0,,0,0,0,0,0,0,0,-19.98
,,0,0,0,,0,0,36.72,0,,0,0,0,0,0,0,0,0
